student_id,age,gender,state,city_tier,college_tier,branch,degree,cgpa,backlog_history,attendance_percentage,primary_language,DSA_problems_solved,GitHub_repos,hackathons_participated,development_projects_count,AI_ML_projects,internships_completed,resume_score,communication_skills,aptitude_score,mock_interview_score,sleep_hours,screen_time,gaming_hours,study_hours_daily,stress_level,burnout_score,gym_frequency,family_income_lpa,self_learning_hours,motivation_level,placement_status,company_type,work_mode,salary_lpa,interview_rounds_cleared,offer_count,joining_delay_months,layoffs_risk_score,AI_tool_usage_frequency,prompt_engineering_skill,AI_fear_score,adaptability_score
STU14615,23,Female,Delhi,1,2,Civil,MCA,7.8,0,73.4,Java,645,18,3,5,1,3,67,66,73,100,4.6,8.6,1.7000000000000002,7.1,91,43,0,4.4,2.9,97,Placed,MNC,Hybrid,18.74,4,1,1,50,54,57,41,68
STU14616,20,Female,Delhi,2,3,Computer Science,BE,8.93,0,88.1,Java,603,21,3,6,2,1,76,92,71,83,6.1,6.6,4.8,11,50,59,5,7.12,3.6,75,Placed,MNC,Hybrid,21.52,2,3,0,35,95,33,54,55
STU14617,20,Male,Delhi,1,3,Electronics,MCA,6.18,0,93.6,Python,595,27,0,8,6,2,90,84,61,83,4.3,4.5,1.2,6.8,49,61,6,1,3.4,67,Placed,Service-Based,Onsite,19.74,3,3,0,33,38,73,57,78
STU14618,20,Male,Telangana,2,2,AI & DS,MCA,7,1,89.5,C++,571,15,3,7,2,1,73,91,79,74,6.9,7.4,2.2,9.2,48,50,5,11.57,3.3,76,Placed,Startup,Hybrid,18.6,4,2,2,45,57,73,40,66
STU14619,23,Male,Telangana,3,1,Mechanical,BTech,6.3,1,82.7,C++,592,17,5,6,0,2,89,71,89,83,5.4,6.1,1.5,8.7,46,61,6,6.5600000000000005,2.7,49,Placed,MNC,Onsite,20.43,5,2,1,31,74,78,48,77
STU14620,24,Female,West Bengal,1,2,Civil,BE,8.03,0,65.6,Python,824,28,5,10,6,2,93,100,100,100,6.2,7.3,0.30000000000000004,6.2,63,62,1,14.26,5.1,88,Placed,Product-Based,Hybrid,22.46,5,3,0,19,74,89,69,48
STU14621,20,Female,Maharashtra,3,2,Computer Science,MCA,7.61,1,66.2,Rust,772,18,3,5,3,3,93,83,96,86,7.2,7.9,0,7.7,53,34,0,6.18,3.9,67,Placed,Startup,Remote,23.58,1,2,0,26,29,57,56,71
STU14622,20,Male,Telangana,2,2,Mechanical,MCA,7.98,0,68.7,Go,630,23,2,9,5,3,100,82,53,69,5.7,5.1,1.9,7.7,40,24,0,15.41,5.6,63,Placed,MNC,Onsite,24.77,2,2,3,25,50,73,29,57
STU14623,21,Male,Uttar Pradesh,1,2,Civil,BE,8.32,0,82.9,Rust,482,25,1,8,4,5,100,86,82,74,4.5,6.9,3.3,8.2,33,47,6,13.5,3.3,71,Placed,Startup,Onsite,23.68,3,2,2,29,26,69,63,85
STU14624,21,Male,Telangana,2,3,Information Technology,BE,6.37,0,78.3,Rust,685,17,3,7,2,5,100,90,55,74,5.6,4.9,1,8.5,50,25,4,3.63,5.3,76,Placed,Product-Based,Onsite,17.93,2,2,4,40,57,70,35,54
STU14625,22,Male,Delhi,3,3,AI & DS,BE,7.49,0,77.7,Java,697,41,4,13,4,7,100,95,86,100,6.2,8.2,3.8,9,68,77,4,7.89,5.8,84,Placed,Service-Based,Onsite,24.12,2,3,5,19,69,55,47,40
STU14626,20,Male,Tamil Nadu,2,3,Electronics,MCA,7.5,0,83.2,Go,660,9,4,4,3,1,59,85,36,72,6,4.7,0,6.3,70,64,1,8.41,3.3,70,Placed,MNC,Hybrid,15.58,4,3,5,7,97,71,37,48
STU14627,25,Male,Maharashtra,2,1,Computer Science,MCA,7.49,1,77.4,Python,652,13,3,5,3,1,76,77,67,68,5.1,3.2,4.1,8.1,28,29,2,1.38,4.1,69,Placed,Service-Based,Onsite,20.35,3,3,4,38,49,54,66,55
STU14628,25,Male,Karnataka,1,3,AI & DS,MCA,8,0,73.9,Go,660,10,5,2,2,1,61,60,69,72,5.4,6,3.2,7,59,35,6,3.38,1.6,74,Placed,Service-Based,Remote,15.19,1,3,1,31,51,53,44,46
STU14629,24,Female,Tamil Nadu,3,2,Electronics,BE,8.06,0,74.7,C++,718,24,0,7,3,2,97,100,82,74,5.3,8.9,4,7,63,53,0,12.76,4.5,75,Placed,Product-Based,Onsite,22.28,3,3,1,48,68,69,58,64
STU14630,22,Male,Gujarat,1,3,Information Technology,BE,7.79,0,97.7,Rust,606,24,4,6,4,3,97,82,57,100,6.8,6.8,2.1,9.3,59,98,0,5.2,4.4,68,Placed,Startup,Hybrid,22.85,3,3,3,57,62,72,57,46
STU14631,25,Female,Telangana,3,2,AI & DS,BTech,6.92,2,74.5,Python,514,35,3,10,5,2,89,90,92,77,5.8,6.7,0,4.4,59,64,0,18.16,3.2,91,Placed,Startup,Onsite,16.42,2,3,4,62,70,100,34,58
STU14632,24,Male,Uttar Pradesh,3,3,Civil,BE,6.52,0,88.4,Python,496,13,4,7,1,2,97,69,74,100,6.7,9.1,2,7.1,52,39,6,14.07,3.8,37,Placed,Startup,Onsite,13.96,4,2,5,18,39,48,63,59
STU14633,23,Male,Tamil Nadu,3,3,Computer Science,BTech,8.83,0,71.6,JavaScript,872,12,6,6,2,0,67,100,51,85,3.2,9.5,4.2,7.6,71,46,4,10.05,1.6,53,Placed,Startup,Onsite,20.15,1,1,2,43,66,56,32,67
STU14634,25,Male,Uttar Pradesh,1,2,Civil,BE,9.01,1,82.9,Python,558,11,0,4,1,2,66,96,97,65,7.6,6.5,3.6,6.4,52,35,5,8.8,1.8,67,Placed,MNC,Onsite,18.65,2,2,1,22,37,41,24,69
STU14635,23,Male,Maharashtra,2,2,Computer Science,MCA,7.19,0,81,JavaScript,737,16,1,7,3,2,66,100,92,71,6.3,7.5,1.1,9.7,74,59,2,1.6600000000000001,3.7,35,Placed,Startup,Hybrid,22.91,5,2,1,35,86,54,70,56
STU14636,25,Male,Maharashtra,2,2,Computer Science,BTech,8.38,0,80.9,Python,672,29,0,8,2,4,100,69,79,77,7.2,5,0.30000000000000004,8.9,63,29,1,10.58,5.9,76,Placed,Service-Based,Hybrid,23.21,5,2,2,27,39,58,44,43
STU14637,20,Male,Maharashtra,2,3,AI & DS,BE,9.19,1,83.4,C++,663,32,1,11,4,5,100,93,89,62,8.1,5.5,3.2,6.4,26,46,6,8.27,5.8,74,Placed,MNC,Hybrid,22.72,1,2,3,54,42,99,70,62
STU14638,20,Male,Tamil Nadu,3,3,Information Technology,BE,7.19,0,82.3,Python,560,15,5,5,3,5,100,80,61,87,7.2,7.6,0.30000000000000004,7,35,35,4,12.59,3.9,85,Placed,MNC,Remote,16.89,5,3,5,62,32,100,5,61
STU14639,23,Male,Telangana,2,2,Civil,BE,7.27,0,75.5,Go,643,4,3,4,2,1,61,98,94,82,4.6,9.6,4.2,7.9,80,68,4,4.36,3.8,80,Placed,Service-Based,Hybrid,14.14,5,3,4,22,65,86,64,38
STU14640,25,Female,West Bengal,2,2,Information Technology,MCA,8.64,2,74.2,Python,583,29,1,11,5,10,100,100,100,87,7.6,7.9,2.2,9.7,60,39,1,11.35,6.7,52,Placed,Product-Based,Hybrid,25.9,4,3,2,27,66,80,86,74
STU14641,24,Male,Tamil Nadu,1,3,AI & DS,BE,5.28,0,77.4,Java,683,21,3,7,3,1,85,94,89,83,6.2,7.7,2.7,6.3,46,27,2,19.02,2.8,70,Placed,Service-Based,Hybrid,12.53,2,2,0,43,65,85,2,53
STU14642,23,Female,Maharashtra,1,3,Information Technology,MCA,7.44,1,73,JavaScript,628,25,4,9,3,4,100,98,87,55,6.2,4,2.8,6.2,30,39,4,3.04,4.8,79,Placed,Startup,Hybrid,21.94,4,1,4,47,75,45,48,49
STU14643,22,Male,Karnataka,3,1,Electronics,MCA,6.71,0,77.4,Python,587,30,1,8,3,3,92,92,77,74,4.9,7.3,1.7000000000000002,8.5,53,68,3,14.5,4.2,78,Placed,Service-Based,Remote,16.4,3,3,3,62,77,82,68,55
STU14644,25,Male,Telangana,2,3,Civil,BE,6.52,0,64.4,JavaScript,490,31,0,5,3,2,84,100,85,82,6.2,5.7,4.6,7,52,52,5,11.83,3.5,95,Placed,MNC,Hybrid,14.32,1,2,4,15,73,56,62,70
STU14645,21,Male,Tamil Nadu,1,2,Computer Science,BE,5.36,0,71.3,Java,641,22,0,8,5,4,86,87,48,77,5.6,8.6,1,6.3,77,22,0,13.82,4.1,84,Placed,Startup,Hybrid,16.46,1,3,4,11,60,65,60,59
STU14646,22,Female,West Bengal,1,3,Civil,MCA,5.99,2,64.3,Go,470,14,0,4,1,2,54,80,72,69,5.9,5.5,1.2,6.7,77,70,4,17.67,3.9,82,Placed,Startup,Hybrid,14.71,2,3,5,39,53,67,20,54
STU14647,21,Male,Delhi,2,2,Mechanical,BTech,8.76,0,100,Java,605,22,4,8,2,4,100,88,76,96,5.2,9.2,2.5,10.2,61,41,0,8.84,7.7,81,Placed,MNC,Hybrid,19.9,3,2,0,50,64,67,48,74
STU14648,24,Male,Tamil Nadu,3,2,Mechanical,BE,7.08,0,61.4,Python,705,2,5,3,3,1,78,88,65,82,4.3,4.1,4.1,8.1,91,74,3,6.38,1.5,36,Placed,Product-Based,Hybrid,17.92,2,1,5,52,39,56,46,60
STU14649,20,Female,Karnataka,1,2,Computer Science,MCA,6.09,0,79.3,C++,584,23,4,9,6,5,100,78,88,81,5.3,5.9,3.5,9.4,57,40,6,5.79,4.1,69,Placed,Service-Based,Onsite,21.94,4,1,0,19,48,55,64,80
STU14650,20,Male,West Bengal,2,3,Civil,MCA,8.75,2,91.4,Java,710,15,1,6,4,2,69,75,86,60,4.1,3.9,5.6,10.5,39,58,5,11.59,3.3,66,Placed,Service-Based,Remote,15.98,2,2,1,38,37,70,85,58
STU14651,21,Other,Karnataka,1,3,Civil,BE,7.83,0,54.4,C++,834,14,4,4,1,3,100,93,78,81,6.6,5.4,4.2,8.7,60,76,6,2.64,4.7,44,Placed,MNC,Onsite,20.19,3,3,2,14,82,62,83,100
STU14652,22,Female,Maharashtra,1,2,Computer Science,BTech,6.47,0,65.6,C++,524,12,0,4,1,1,71,100,72,69,5.4,11.2,4.7,4.8,43,75,2,6.15,4,71,Placed,Service-Based,Onsite,18.48,5,2,5,64,81,45,47,81
STU14653,22,Male,West Bengal,3,3,Civil,BTech,7.52,1,74,C++,758,18,0,5,2,4,100,65,62,60,5.5,5.1,0.30000000000000004,4.2,37,45,1,20.74,5.3,77,Placed,Product-Based,Remote,18.51,5,2,1,29,81,86,45,54
STU14654,22,Female,Karnataka,3,2,Information Technology,BTech,7.94,3,64.6,Python,673,26,6,7,3,3,100,98,74,92,6.1,6.9,1.6,7.9,73,24,0,13.31,5,60,Placed,Startup,Remote,18.18,3,3,3,18,67,55,54,60
STU14655,20,Male,Delhi,3,3,Mechanical,BTech,7.42,0,80.3,Rust,496,22,1,7,0,2,78,100,92,96,5.7,8.1,4,7.8,41,63,4,12.54,3.4,79,Placed,Service-Based,Hybrid,15.35,2,1,1,45,65,66,3,57
STU14656,22,Male,Maharashtra,3,3,Electronics,MCA,7.88,2,78.2,Python,820,26,4,8,4,4,100,84,70,87,5.6,5.3,3.1,7,70,46,5,8.55,5,83,Placed,Startup,Onsite,22.13,3,1,0,34,60,73,45,52
STU14657,20,Male,Gujarat,1,1,Computer Science,BTech,8.03,0,77.2,JavaScript,710,35,6,11,2,4,96,74,76,75,6.1,4.8,0,8.6,95,42,1,4.15,6.9,54,Placed,Service-Based,Onsite,23.82,1,3,3,48,59,62,13,60
STU14658,25,Female,West Bengal,1,2,Civil,MCA,7.19,0,64.3,C++,668,8,2,4,0,3,100,81,80,73,3.6,6.7,0.2,5.3,0,37,2,6.13,2.8,84,Placed,MNC,Onsite,13.98,5,3,3,47,28,34,73,80
STU14659,24,Male,Uttar Pradesh,2,1,Computer Science,MCA,8.06,1,63,Rust,673,39,5,12,5,4,100,79,66,93,7.5,9,2.6,9.5,54,58,4,10.35,2.5,71,Placed,Startup,Remote,22.61,3,3,5,33,49,64,80,76
STU14660,23,Male,West Bengal,2,3,Computer Science,MCA,7.15,1,68.1,Go,594,13,3,6,1,1,69,82,84,68,5.6,8.8,0,9.2,43,73,1,3.17,2.6,76,Placed,Product-Based,Hybrid,14.64,3,2,4,5,55,31,99,59
STU14661,25,Female,Telangana,2,1,Computer Science,BTech,8.24,1,72.2,Python,701,26,3,9,2,5,100,87,67,99,7.1,8.1,2.4,10.2,54,56,3,12.93,6.5,100,Placed,MNC,Onsite,21.76,3,1,5,11,79,72,76,64
STU14662,23,Male,Gujarat,1,2,Mechanical,BE,7.54,0,74.9,C++,680,30,2,11,4,4,100,63,91,89,6,7.7,0,9.5,64,48,1,5.5600000000000005,5.7,80,Placed,MNC,Onsite,23.64,2,3,1,38,62,89,48,92
STU14663,20,Female,Delhi,2,1,Information Technology,BTech,6.96,0,71.3,Java,685,18,2,6,2,4,92,86,68,94,8,8.4,2,5.8,50,26,1,4.08,4.6,80,Placed,Product-Based,Remote,18.41,5,2,3,41,59,38,33,61
STU14664,21,Male,Telangana,1,3,Information Technology,MCA,6.95,0,67.8,C++,529,15,4,7,3,3,91,74,92,83,5.7,6.5,3.8,8.3,37,48,5,11.47,3.5,97,Placed,MNC,Remote,18.07,2,3,4,45,81,87,75,85
STU14665,25,Female,Karnataka,3,3,Mechanical,BE,7,1,84.5,Go,709,20,4,5,0,1,79,92,78,72,8.4,5.8,1.3,8.1,17,7,2,11.75,3.9,85,Placed,Product-Based,Onsite,17.68,1,3,5,42,51,51,55,58
STU14666,21,Female,Telangana,1,2,Computer Science,BE,7.07,0,67.5,JavaScript,549,8,3,5,1,1,54,95,85,69,5.4,10.7,1.2,9.3,63,37,2,12.21,3.4,56,Placed,MNC,Remote,11.92,2,1,1,44,77,46,49,43
STU14667,22,Female,Uttar Pradesh,2,2,Information Technology,BTech,6.8100000000000005,0,80.1,C++,587,6,0,3,3,1,88,82,73,87,5.1,9.8,0,10.7,79,50,3,9.72,1.9,92,Placed,MNC,Remote,14.27,3,1,1,20,31,91,0,56
STU14668,21,Female,West Bengal,3,3,Mechanical,BE,5.6,0,76.3,Go,284,24,0,8,4,3,70,82,87,61,7.2,9.9,3.1,6.9,60,33,1,3.22,4.5,45,Placed,MNC,Hybrid,16.84,2,1,2,15,90,66,0,59
STU14669,24,Male,Gujarat,1,3,Civil,MCA,6.8100000000000005,1,87.9,Go,758,16,0,3,0,1,75,98,79,100,8.4,9.8,0,6.9,58,27,1,12.01,4,75,Placed,MNC,Onsite,17.33,2,3,5,26,79,49,78,49
STU14670,23,Male,Tamil Nadu,2,3,Information Technology,MCA,7.61,0,68.1,Python,414,20,0,8,2,3,100,78,70,79,3.9,4.5,4.7,8.2,42,44,0,9.13,4.9,55,Placed,Product-Based,Remote,21.37,1,3,1,32,51,84,62,74
STU14671,22,Male,Gujarat,3,3,AI & DS,BE,6.65,2,72.6,JavaScript,783,28,1,8,3,3,100,84,48,45,3.5,5.1,4.5,6.9,42,41,2,1,4.2,36,Placed,MNC,Hybrid,19.77,4,2,3,63,90,72,49,74
STU14672,21,Male,Maharashtra,1,3,Mechanical,BE,7.1,0,54.8,Java,630,10,0,5,3,0,70,76,80,93,5.8,4.3,3.1,5.8,52,16,6,11.04,2.9,91,Placed,Service-Based,Hybrid,16.73,1,3,1,50,85,57,46,48
STU14673,22,Male,Uttar Pradesh,3,3,Electronics,BTech,6.29,0,90.4,JavaScript,674,22,1,8,2,4,100,92,100,91,4.5,3.7,1.4,5.2,92,69,0,11.14,3.4,68,Placed,Startup,Onsite,14.2,3,3,0,25,72,60,55,84
STU14674,22,Male,Delhi,2,3,Computer Science,MCA,8.03,2,70.8,Java,788,7,4,6,1,2,59,82,100,74,4.2,6.3,1.4,7.8,79,62,3,10.26,4.6,83,Placed,Startup,Onsite,17.13,4,2,2,22,89,53,52,78
STU14675,20,Female,Telangana,2,3,Civil,MCA,6.77,0,87,Python,508,36,2,13,6,7,100,64,67,91,7.3,5.9,1.9,9.6,40,24,0,11.84,5.4,79,Placed,Startup,Remote,20.11,4,1,0,26,55,43,43,79
STU14676,20,Female,West Bengal,1,2,Computer Science,BTech,7.05,0,87.3,JavaScript,659,24,5,7,1,2,79,94,84,81,7,4.2,1.7000000000000002,8.8,27,62,5,1.79,4.5,27,Placed,Startup,Onsite,19.69,5,1,1,38,57,52,26,75
STU14677,24,Female,Gujarat,3,1,AI & DS,BE,8.51,2,75.3,C++,625,39,0,12,5,5,100,94,89,75,5.3,8.3,3.1,8.8,19,56,1,12.94,4.9,74,Placed,Service-Based,Remote,25.21,2,2,4,47,96,46,45,61
STU14678,23,Male,Uttar Pradesh,1,3,Civil,BE,7.25,2,63.7,Java,623,17,0,6,4,2,62,95,66,100,6.7,10.1,1.6,10.2,37,37,1,6.99,4.4,97,Placed,Startup,Hybrid,14.3,1,1,3,62,60,70,16,69
STU14679,24,Female,Maharashtra,3,3,Information Technology,BE,7.17,0,68.8,Java,690,27,2,9,3,4,100,81,89,65,7,6.7,3.8,6.2,91,38,4,1.33,4.5,54,Placed,Service-Based,Onsite,18.28,1,3,4,25,75,56,20,53
STU14680,20,Male,West Bengal,3,3,Civil,BE,6.25,0,81.6,Python,457,6,3,5,2,3,100,94,100,100,4.9,8.7,3.8,6.1,20,61,6,9.9,4.5,73,Placed,MNC,Hybrid,17.66,2,1,5,10,71,64,68,54
STU14681,24,Female,Maharashtra,2,2,Information Technology,MCA,5.26,1,85.9,JavaScript,547,19,4,4,0,2,98,79,91,69,4.7,4.4,0.7000000000000001,6.1,56,64,1,11.81,2.1,70,Placed,Service-Based,Remote,11.59,5,2,0,13,60,38,60,61
STU14682,24,Male,Delhi,2,2,Civil,MCA,7.19,0,84.6,Java,760,25,4,5,4,3,88,78,64,63,5.3,8.9,3.4,7.2,54,61,2,3.79,2.3,59,Placed,MNC,Onsite,19.34,4,3,5,38,82,76,49,68
STU14683,24,Male,Uttar Pradesh,3,1,Electronics,BE,8.06,0,83,C++,735,9,4,2,0,1,72,89,62,70,6.6,9,2.3,8,30,56,0,1,4.9,79,Placed,Service-Based,Onsite,16.61,1,1,5,21,62,37,12,54
STU14684,25,Female,Maharashtra,1,3,Mechanical,BTech,6.49,3,72,Java,400,22,3,8,6,5,100,78,80,82,6.2,6.9,2.7,7.8,78,24,0,4.54,5.7,93,Placed,Service-Based,Remote,20.48,3,3,1,33,54,72,50,91
STU14685,21,Female,West Bengal,3,3,Civil,BE,7.45,0,79.8,Go,594,7,3,2,2,2,70,81,78,100,5.6,6.5,4.4,11.6,57,21,1,9.98,4.1,83,Placed,Product-Based,Remote,19.5,1,1,3,28,45,58,25,62
STU14686,23,Female,West Bengal,3,2,Information Technology,BE,7,0,66.8,Java,433,23,1,7,4,3,100,100,90,82,6.4,4.4,1.9,10.4,58,56,1,3.58,2.9,70,Placed,Startup,Remote,15.79,2,1,3,44,72,92,75,83
STU14687,21,Female,Delhi,1,3,Computer Science,BTech,7.07,0,77.1,Java,701,9,3,4,0,2,100,100,94,69,5.5,6.3,3.6,9.6,41,48,5,13.14,4.9,71,Placed,Product-Based,Onsite,18.63,5,1,1,28,24,59,50,60
STU14688,20,Male,Tamil Nadu,3,2,Information Technology,BTech,7.53,2,81,C++,566,21,3,5,3,1,88,83,100,81,4.6,6.5,0.5,7.2,93,45,5,9.72,2.6,100,Placed,Startup,Onsite,17.41,2,1,0,41,76,77,36,71
STU14689,25,Male,Gujarat,2,3,Electronics,BTech,5.95,2,76.4,Go,833,22,3,7,2,6,100,85,71,71,4.5,5.6,0,5.4,79,69,0,5.48,6.3,59,Placed,MNC,Remote,22.22,3,3,5,37,46,52,2,57
STU14690,22,Male,Gujarat,1,1,Civil,BE,8.02,0,62.2,Go,600,13,0,5,2,2,85,100,83,62,5,6.2,0,8.8,68,74,1,11.87,4.3,68,Placed,Service-Based,Hybrid,17.76,5,3,2,33,71,31,36,90
STU14691,24,Female,Telangana,2,2,Information Technology,BTech,8.96,0,96.3,Python,459,11,2,4,1,3,100,90,88,97,4.3,4.6,2.9,4.6,45,68,0,5.05,5.5,56,Placed,Product-Based,Hybrid,21.68,4,1,4,24,64,38,27,68
STU14692,22,Female,Karnataka,1,3,Computer Science,BTech,7.69,2,74,Go,690,34,4,9,6,2,100,95,84,70,7.5,7.3,1.1,6,49,37,6,14.97,0.9,63,Placed,Startup,Remote,21.76,5,2,1,31,44,56,38,61
STU14693,21,Male,Karnataka,3,3,Civil,BE,7.34,0,87.9,Python,623,27,2,9,6,3,100,74,71,67,5.9,6.9,4.2,8.7,27,63,0,6.98,3.5,69,Placed,MNC,Hybrid,22.31,3,2,4,43,40,53,12,52
STU14694,22,Male,Maharashtra,1,2,AI & DS,BTech,6.4,0,74.6,C++,622,17,3,7,2,3,70,86,100,79,5.5,8,0,7.2,88,77,4,8.73,3.4,97,Placed,Service-Based,Remote,16.02,1,1,5,21,40,53,69,43
STU14695,20,Female,Delhi,3,2,Computer Science,MCA,7.63,0,77,Rust,576,28,4,8,2,4,100,78,77,81,6.7,6.4,0,6.2,50,55,4,4.4,4.7,89,Placed,Product-Based,Remote,20.2,1,2,2,20,67,56,28,62
STU14696,24,Male,Gujarat,3,3,Information Technology,MCA,7.34,0,86.9,JavaScript,528,23,3,7,5,2,59,85,95,77,5.3,10.1,1.6,8.8,39,56,1,1.83,3.2,75,Placed,Service-Based,Onsite,17.71,3,2,2,62,38,68,35,80
STU14697,24,Male,West Bengal,3,2,Mechanical,BTech,8.14,0,72.1,JavaScript,795,16,0,5,2,2,71,84,65,49,7.1,8.1,4.2,7.9,85,30,2,13.7,2.4,99,Placed,MNC,Remote,19.92,5,3,4,33,15,58,37,75
STU14698,23,Male,Gujarat,3,2,Electronics,BE,7.63,0,65.5,Python,939,19,5,6,3,2,93,90,62,90,4.8,7.7,2.2,9,64,77,5,11.42,1.4,59,Placed,MNC,Hybrid,18.23,1,3,2,29,56,65,39,74
STU14699,21,Female,Telangana,1,3,Electronics,BTech,5.58,0,73.4,JavaScript,524,29,3,10,3,3,95,96,75,73,7.4,7.1,6.3,7.2,70,10,4,1,3.9,59,Placed,Service-Based,Remote,15.9,5,1,1,59,66,74,96,51
STU14700,20,Female,Karnataka,1,2,Mechanical,MCA,9.08,1,79.1,Java,771,36,1,10,4,3,100,93,87,97,6.9,9.1,1.2,11.3,68,45,5,10.33,2.9,56,Placed,Service-Based,Hybrid,25.46,4,2,5,37,69,55,57,59
STU14701,20,Male,Telangana,2,1,Civil,BE,9.52,2,85.3,Java,340,7,1,3,3,0,47,92,62,83,3.9,7.6,3.6,9.4,44,54,1,10.17,2.9,78,Placed,MNC,Hybrid,19.32,4,2,4,21,79,63,8,60
STU14702,20,Female,Telangana,3,2,Electronics,MCA,6.42,0,70.5,Java,588,26,4,7,3,2,68,71,70,65,6.5,6.8,3.4,7.1,88,70,3,12.61,4.2,57,Placed,Product-Based,Hybrid,17.23,2,1,5,18,68,49,57,50
STU14703,23,Male,Gujarat,2,2,AI & DS,BE,7.5600000000000005,0,67.4,Go,773,14,1,4,3,0,65,82,95,80,6.2,9.8,4.6,6.2,22,52,1,17.22,1.9,99,Placed,Startup,Onsite,16.36,3,1,3,23,27,58,36,75
STU14704,25,Female,Tamil Nadu,3,2,Electronics,BTech,7.99,0,72.3,Rust,463,18,0,5,0,4,85,78,65,78,5.1,5.5,2.5,6.3,44,55,6,10.32,4.8,51,Placed,Product-Based,Hybrid,20.7,3,1,3,52,31,77,26,84
STU14705,25,Male,Uttar Pradesh,2,3,Computer Science,MCA,8.65,0,70,Java,624,30,2,12,5,6,100,100,83,79,7.1,7.9,3.6,7.2,51,48,3,2.08,5.4,84,Placed,Product-Based,Remote,24.67,4,2,0,20,72,74,19,65
STU14706,22,Female,Maharashtra,1,3,Mechanical,BE,7.48,0,76,Go,579,22,4,7,2,4,92,95,77,83,5.6,9.1,2,8.8,66,44,6,1.15,4.6,79,Placed,MNC,Remote,20.75,4,2,3,20,51,77,26,53
STU14707,20,Female,Uttar Pradesh,2,2,Computer Science,MCA,8.1,3,87.7,Java,686,38,2,12,8,5,100,100,100,92,4.9,10.5,4.7,5.4,25,63,6,7.88,4.9,64,Placed,Startup,Remote,25.49,3,3,2,43,47,74,36,69
STU14708,22,Male,Delhi,1,3,Computer Science,BE,6.25,0,85.2,C++,527,23,3,7,3,2,88,88,100,58,6.5,6.3,1.9,5.8,46,48,6,11.95,4.4,57,Placed,Product-Based,Hybrid,13.5,3,1,5,38,52,71,26,64
STU14709,23,Female,West Bengal,2,2,Electronics,BTech,8.84,0,77.8,Java,690,20,5,9,4,4,99,98,73,79,5.8,8.1,0.8,8.9,71,27,1,13.39,3.6,82,Placed,Product-Based,Remote,21.47,2,2,5,36,68,56,96,58
STU14710,20,Male,Telangana,1,3,Civil,BTech,7.04,0,79.5,Rust,578,24,5,8,3,4,79,100,72,73,8.7,6.5,0.9,7.4,57,27,1,11.97,3.7,74,Placed,Service-Based,Onsite,18.83,5,1,0,47,54,36,45,40
STU14711,24,Male,Gujarat,2,3,Electronics,BE,5.65,0,77.3,Java,655,39,0,8,3,5,100,98,70,83,5.6,7.8,0,5.7,57,44,2,1,6,52,Placed,Product-Based,Hybrid,22.34,5,1,4,37,34,73,71,94
STU14712,21,Male,Telangana,3,3,Electronics,BE,8.06,0,87.4,Go,771,23,2,8,4,4,100,99,98,95,5.7,5.1,4.6,7.4,61,27,4,9.92,4.8,73,Placed,MNC,Hybrid,22.97,5,3,1,29,72,70,43,73
STU14713,24,Male,Telangana,2,3,Civil,BTech,8.15,0,70.4,Go,794,22,5,6,1,4,84,90,68,76,5.9,5.4,3.1,9.3,76,31,4,15.28,4.7,71,Placed,Product-Based,Hybrid,22.91,1,1,5,27,59,28,74,87
STU14714,22,Female,Telangana,1,3,AI & DS,MCA,7.17,0,83.6,Java,592,22,0,5,4,1,50,80,100,84,5.3,5.1,5.7,9.1,51,39,1,6.33,4.8,67,Placed,Service-Based,Remote,18.27,1,3,2,27,59,70,42,67
STU14715,20,Female,Telangana,1,1,AI & DS,MCA,9.66,0,81,Java,468,26,4,5,2,3,90,96,100,83,5.9,3.7,2.6,8.1,39,38,2,16.24,4.1,57,Placed,Product-Based,Onsite,18.1,4,3,4,32,57,43,36,76
STU14716,20,Female,Gujarat,2,3,Information Technology,BTech,7.67,0,83.4,Java,704,33,2,10,6,6,100,95,79,80,6.2,3.6,3.5,6.7,43,41,6,8.62,6.5,63,Placed,Startup,Remote,23.68,5,1,3,37,97,52,14,92
STU14717,25,Female,Delhi,2,3,Mechanical,MCA,6.59,0,79.1,Python,719,15,3,5,1,2,84,100,97,77,8,8,1.4,6.7,32,16,5,19.91,4.7,46,Placed,Product-Based,Remote,17.85,5,1,5,36,65,33,78,32
STU14718,20,Female,Maharashtra,1,3,Computer Science,BE,7.15,0,70.1,C++,509,29,5,9,6,4,100,79,95,73,6.8,6.5,3,7.2,59,29,2,19.32,4.5,98,Placed,Startup,Remote,20.94,5,3,1,52,100,69,32,62
STU14719,25,Male,Tamil Nadu,3,3,Information Technology,BTech,7.57,2,89.1,Go,673,18,0,6,0,2,70,80,65,100,6.1,8.1,1.5,6.7,77,27,0,2.16,3.2,64,Placed,MNC,Hybrid,16.92,5,2,5,25,85,34,27,71
STU14720,22,Female,Tamil Nadu,3,3,AI & DS,BTech,7.31,0,83.2,C++,813,10,5,7,2,2,84,92,89,68,7.3,7.4,4.8,8.6,48,53,5,6.97,4,76,Placed,MNC,Hybrid,15.89,1,2,2,24,48,75,34,39
